timestamp,avg_ear,avg_mar,avg_tilt,avg_redness,perclos,blink_count,blink_rate_per_min,yawn_count,yawn_rate_per_min,nod_count,nod_rate_per_min,fatigue_score,state
2026-03-16 09:09:52,0.2782,0.156,-1.43,0.0,7.41,1,11.94,0,0.0,1,11.94,15.43,Alert
2026-03-16 09:09:57,0.2855,0.1449,2.09,0.0038,0.0,0,0.0,0,0.0,0,0.0,4.94,Alert
2026-03-16 09:10:02,0.2644,0.0439,-0.13,0.0,18.67,5,59.95,0,0.0,0,0.0,23.14,Alert
2026-03-16 09:10:07,0.242,0.0218,-2.09,0.0,46.67,10,119.73,0,0.0,0,0.0,43.15,Mild Fatigue
2026-03-16 09:10:12,0.2789,0.0882,3.73,0.0001,19.21,3,35.71,0,0.0,0,0.0,21.4,Alert
2026-03-16 09:10:17,0.2977,0.0636,-0.56,0.0021,1.32,0,0.0,0,0.0,0,0.0,3.18,Alert
2026-03-16 09:10:22,0.2699,0.0437,0.04,0.0,3.97,2,23.95,0,0.0,0,0.0,13.07,Alert
2026-03-16 09:10:27,0.3062,0.0445,0.74,0.0,0.0,0,0.0,0,0.0,0,0.0,1.98,Alert
2026-03-16 09:10:32,0.2919,0.0627,-0.53,0.0,0.66,0,0.0,0,0.0,0,0.0,4.01,Alert
2026-03-16 09:10:37,0.3222,0.0497,6.62,0.0199,0.0,0,0.0,0,0.0,1,11.91,8.65,Alert
2026-03-16 09:13:42,0.2993,0.1167,6.67,0.0,10.62,2,23.83,0,0.0,1,11.91,17.86,Alert
2026-03-16 09:13:47,0.2529,0.1225,6.44,0.0,32.73,6,71.92,0,0.0,2,23.97,41.8,Mild Fatigue
2026-03-16 09:13:52,0.291,0.1417,6.92,0.0005,3.57,1,11.97,0,0.0,1,11.97,14.39,Alert
2026-03-16 09:13:57,0.2348,0.1242,1.77,0.0,41.33,10,119.37,0,0.0,4,47.75,48.97,Mild Fatigue
2026-03-16 09:14:02,0.2339,0.114,2.07,0.0,50.34,10,119.35,0,0.0,4,47.74,54.29,Mild Fatigue
2026-03-16 09:14:07,0.2103,0.5363,-0.73,0.0,61.84,7,83.41,1,11.92,0,0.0,65.4,Fatigued
2026-03-16 09:14:12,0.2138,0.2227,-3.55,0.0,62.25,9,107.07,0,0.0,2,23.79,57.17,Mild Fatigue
2026-03-16 09:14:17,0.2672,0.048,1.44,0.0,3.31,1,11.95,0,0.0,0,0.0,9.01,Alert
2026-03-16 09:14:22,0.2776,0.1113,4.46,0.0,8.61,2,23.8,0,0.0,1,11.9,19.91,Alert
2026-03-16 09:14:27,0.2423,0.1277,-1.49,0.0,37.41,6,71.68,0,0.0,0,0.0,37.54,Mild Fatigue
2026-03-16 09:14:32,0.2521,0.0647,9.04,0.0,43.17,8,95.19,0,0.0,2,23.8,49.22,Mild Fatigue
2026-03-16 09:14:37,0.2449,0.2094,-0.29,0.0,33.87,5,59.83,0,0.0,1,11.97,43.06,Mild Fatigue
2026-03-16 09:14:42,0.3005,0.3529,-3.07,0.0,1.5,0,0.0,2,24.0,0,0.0,14.85,Alert
2026-03-16 09:14:47,0.309,0.3884,-5.21,0.0001,9.52,1,11.94,3,35.83,1,11.94,23.88,Alert
2026-03-16 09:14:52,0.2654,0.2886,-4.15,0.0,31.13,3,35.87,1,11.96,1,11.96,50.48,Mild Fatigue
2026-03-16 09:14:57,0.3472,0.0768,-6.62,0.0001,1.32,1,11.89,0,0.0,0,0.0,2.09,Alert
2026-03-16 09:15:02,0.3044,0.04,0.54,0.0009,10.81,3,35.85,0,0.0,2,23.9,20.71,Alert
2026-03-16 09:15:07,0.3001,0.0772,-1.26,0.0011,4.0,1,12.0,0,0.0,0,0.0,4.33,Alert
2026-03-16 09:15:13,0.3269,0.0149,0.93,0.0011,0.0,0,0.0,0,0.0,0,0.0,0.0,Alert
2026-03-16 09:15:18,0.3219,0.0541,-10.26,0.0,15.79,1,11.94,0,0.0,1,11.94,15.04,Alert
2026-03-16 09:15:23,0.2983,0.0425,-0.03,0.0,3.03,0,0.0,0,0.0,0,0.0,3.11,Alert
2026-03-19 23:38:36,0.2986,0.0506,3.0,0.0,0.0,0,0.0,0,0.0,0,0.0,3.06,Alert
2026-03-19 23:38:41,0.3052,0.0723,6.36,0.0,0.67,0,0.0,0,0.0,0,0.0,2.65,Alert
2026-03-19 23:38:46,0.2953,0.2292,7.4,0.0,0.0,0,0.0,0,0.0,0,0.0,4.5,Alert
2026-03-19 23:38:51,0.2928,0.0916,6.85,0.0001,0.67,0,0.0,0,0.0,1,11.95,12.63,Alert
2026-03-19 23:38:56,0.3031,0.1384,-0.31,0.0,0.0,0,0.0,0,0.0,0,0.0,2.42,Alert
2026-03-19 23:39:01,0.3014,0.2061,6.57,0.0001,1.99,1,11.9,0,0.0,1,11.9,12.74,Alert
2026-03-19 23:39:06,0.2784,0.2597,-0.56,0.0003,4.64,1,11.9,0,0.0,0,0.0,7.39,Alert
2026-03-19 23:39:11,0.2639,0.1552,7.26,0.0009,19.21,5,59.66,1,11.93,0,0.0,36.43,Mild Fatigue
2026-03-19 23:39:16,0.2822,0.0389,8.2,0.0,5.96,3,35.77,0,0.0,0,0.0,16.68,Alert
2026-03-19 23:39:21,0.2895,0.6308,8.63,0.0158,8.61,4,47.77,1,11.94,0,0.0,33.43,Alert
2026-03-19 23:39:26,0.2453,0.333,4.87,0.0133,51.16,8,95.09,1,11.89,1,11.89,64.68,Mild Fatigue
2026-03-19 23:39:31,0.217,0.1164,11.78,0.0035,66.89,2,23.9,0,0.0,0,0.0,47.31,Mild Fatigue
2026-03-19 23:39:36,0.1692,0.0505,9.43,0.0017,77.48,0,0.0,0,0.0,0,0.0,45.77,Mild Fatigue
2026-03-19 23:39:41,0.1948,0.0276,6.13,0.0008,64.67,3,35.96,0,0.0,0,0.0,52.34,Mild Fatigue
2026-03-19 23:39:46,0.2279,0.176,1.88,0.0002,40.4,8,95.66,0,0.0,0,0.0,41.4,Mild Fatigue
2026-03-19 23:39:51,0.2347,0.0406,2.62,0.0018,41.33,4,47.78,0,0.0,0,0.0,40.99,Mild Fatigue
2026-03-19 23:39:56,0.3067,0.0186,7.04,0.0,12.9,3,35.94,0,0.0,1,11.98,22.46,Alert
2026-03-19 23:40:01,0.2107,0.0149,8.57,0.0008,60.0,10,119.96,0,0.0,0,0.0,51.04,Mild Fatigue
2026-03-19 23:40:07,0.2577,0.1819,7.05,0.0,25.17,5,59.53,0,0.0,0,0.0,28.82,Alert
2026-03-19 23:40:12,0.2149,0.5792,4.71,0.0004,74.67,5,59.98,0,0.0,0,0.0,53.6,Mild Fatigue
2026-03-19 23:40:17,0.1146,0.9309,0.1,0.0,98.01,1,11.95,1,11.95,0,0.0,67.46,Fatigued
2026-03-19 23:40:22,0.2988,0.033,-2.09,0.0003,17.29,1,11.95,0,0.0,0,0.0,8.86,Alert
2026-03-19 23:40:27,0.3353,0.0329,-1.44,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,Alert
2026-03-19 23:40:32,0.349,0.0212,8.55,0.0,0.0,0,0.0,0,0.0,0,0.0,1.42,Alert
2026-03-19 23:40:37,0.3195,0.0141,-8.33,0.0,0.0,0,0.0,0,0.0,1,11.91,9.4,Alert
2026-03-19 23:40:42,0.3362,0.0298,-1.01,0.0,2.65,0,0.0,0,0.0,1,11.94,8.0,Alert
2026-03-19 23:40:47,0.3205,0.0258,4.82,0.0,12.78,1,11.91,0,0.0,0,0.0,3.12,Alert
2026-03-21 14:50:47,0.2615,0.1159,6.37,0.0,11.76,1,11.92,0,0.0,0,0.0,11.42,Alert
2026-03-21 14:50:52,0.2674,0.0765,0.57,0.0,7.95,3,35.99,0,0.0,0,0.0,17.51,Alert
2026-03-21 14:50:57,0.2443,0.0643,2.39,0.0,17.33,6,71.64,0,0.0,0,0.0,25.21,Alert
2026-03-21 14:51:02,0.2663,0.05,3.85,0.0,1.98,1,11.85,0,0.0,0,0.0,9.09,Alert
2026-03-21 14:51:07,0.2591,0.2563,4.55,0.0,22.83,4,47.68,0,0.0,0,0.0,26.41,Alert
2026-03-21 14:51:12,0.26,0.1841,8.04,0.0,13.33,5,59.8,1,11.96,0,0.0,33.8,Alert
2026-03-21 14:51:17,0.2827,0.0521,7.76,0.0,5.92,1,11.92,0,0.0,0,0.0,7.88,Alert
2026-03-21 14:51:22,0.3053,0.3417,4.45,0.0,0.0,0,0.0,0,0.0,0,0.0,2.09,Alert
2026-03-21 14:51:27,0.2064,0.9563,2.57,0.0,82.67,1,11.99,0,0.0,0,0.0,51.7,Mild Fatigue
2026-03-21 14:51:32,0.2399,0.2892,2.75,0.0,38.41,10,119.87,1,11.99,0,0.0,50.48,Mild Fatigue
2026-03-21 14:51:37,0.2804,0.016,5.8,0.0,6.67,2,23.95,0,0.0,0,0.0,11.88,Alert
2026-03-21 14:51:42,0.2638,0.0376,8.83,0.0,17.22,5,59.74,0,0.0,0,0.0,23.89,Alert
2026-03-21 14:51:47,0.2651,0.0274,9.9,0.0,12.0,3,35.92,0,0.0,0,0.0,21.01,Alert
2026-03-21 14:51:52,0.2478,0.0422,8.86,0.0,42.18,3,35.98,0,0.0,0,0.0,41.16,Mild Fatigue
2026-03-21 14:51:57,0.2764,0.0514,8.32,0.0,8.77,2,23.87,0,0.0,0,0.0,13.44,Alert
2026-03-21 14:52:02,0.3058,0.0115,4.63,0.0,0.0,0,0.0,0,0.0,0,0.0,2.03,Alert
2026-03-21 15:26:41,0.2637,0.0383,2.16,0.0,24.32,5,59.73,0,0.0,0,0.0,26.64,Alert
2026-03-21 15:26:46,0.241,0.1029,3.83,0.0,35.1,5,59.9,0,0.0,0,0.0,36.35,Mild Fatigue
2026-03-21 15:26:51,0.2521,0.1728,6.91,0.0039,44.0,5,59.71,0,0.0,0,0.0,40.86,Mild Fatigue
2026-03-21 15:26:56,0.2878,0.0233,1.32,0.0061,7.3,2,23.96,0,0.0,1,11.98,18.51,Alert
2026-03-21 15:27:01,0.2556,0.1019,4.06,0.0,18.54,4,47.92,0,0.0,0,0.0,24.32,Alert
2026-03-21 15:27:20,0.2773,0.1246,0.97,0.0,3.2,1,12.0,0,0.0,0,0.0,7.58,Alert
2026-03-21 15:27:25,0.2741,0.1635,3.44,0.0,16.56,3,35.94,0,0.0,0,0.0,20.49,Alert
2026-03-21 15:27:30,0.2985,0.0439,-0.21,0.0,6.67,2,23.96,0,0.0,1,11.98,16.98,Alert
2026-03-21 15:27:35,0.2573,0.142,0.63,0.0,24.5,5,59.74,0,0.0,0,0.0,27.66,Alert
2026-03-21 15:27:40,0.1877,0.7746,0.6,0.0,72.67,2,23.95,0,0.0,2,23.95,65.3,Fatigued
2026-03-21 15:27:45,0.2983,0.2711,5.11,0.0018,22.0,3,35.97,1,11.99,1,11.99,40.35,Mild Fatigue
2026-03-21 15:27:50,0.3025,0.0344,8.33,0.0,10.6,5,59.71,0,0.0,1,11.94,22.2,Alert
2026-03-21 15:27:55,0.3221,0.0242,-4.56,0.0002,4.67,2,23.95,0,0.0,0,0.0,5.91,Alert
2026-03-21 15:28:00,0.3731,0.0419,-6.85,0.0662,0.89,0,0.0,0,0.0,1,11.95,11.05,Alert
2026-03-21 15:28:05,0.3575,0.0344,0.15,0.2175,0.0,0,0.0,0,0.0,0,0.0,8.0,Alert
2026-03-21 15:28:10,0.3506,0.018,3.78,0.0028,0.0,0,0.0,0,0.0,0,0.0,0.0,Alert
2026-03-21 15:28:15,0.3425,0.0093,3.42,0.0042,3.45,1,11.8,0,0.0,0,0.0,1.41,Alert
2026-03-21 15:28:20,0.3113,0.0146,0.75,0.0255,27.59,0,0.0,0,0.0,0,0.0,12.07,Alert
2026-03-21 15:28:25,0.3173,0.0419,-1.26,0.1473,18.33,1,11.82,0,0.0,0,0.0,13.16,Alert
2026-03-21 15:28:30,0.2789,0.0467,-1.06,0.2498,36.21,4,47.48,0,0.0,0,0.0,39.59,Mild Fatigue
2026-03-21 15:28:35,0.3242,0.0447,-0.94,0.239,17.24,2,23.69,0,0.0,0,0.0,18.16,Alert
2026-03-21 15:28:41,0.3409,0.0561,-0.05,0.2381,8.33,1,11.85,0,0.0,0,0.0,9.43,Alert
2026-03-21 15:28:46,0.3394,0.0593,1.04,0.2249,3.45,1,11.99,0,0.0,0,0.0,9.48,Alert
2026-03-21 15:28:51,0.307,0.0557,2.84,0.2483,20.0,2,23.61,0,0.0,0,0.0,21.63,Alert
2026-03-21 15:28:56,0.358,0.0516,1.72,0.2019,0.0,0,0.0,0,0.0,0,0.0,8.0,Alert
2026-03-21 15:29:01,0.308,0.0395,1.03,0.2291,23.73,1,11.86,0,0.0,0,0.0,19.38,Alert
2026-03-21 15:29:20,0.3615,0.0216,1.42,0.0305,0.0,0,0.0,0,0.0,0,0.0,0.52,Alert
2026-03-21 15:29:25,0.3338,0.0183,1.32,0.0004,1.99,1,11.97,0,0.0,0,0.0,1.47,Alert
2026-03-21 15:29:30,0.2612,0.265,0.7,0.0068,34.44,4,47.95,2,23.98,0,0.0,45.06,Mild Fatigue
2026-03-21 15:29:35,0.2108,0.5724,-1.25,0.0084,62.0,9,107.71,2,23.94,1,11.97,74.05,Fatigued
2026-03-21 15:29:40,0.2489,0.15,1.44,0.0173,35.11,7,83.15,0,0.0,1,11.88,43.23,Mild Fatigue
2026-03-21 15:29:45,0.2742,0.0848,-1.35,0.0006,19.21,8,95.78,0,0.0,0,0.0,22.07,Alert
2026-03-21 15:29:50,0.3104,0.0188,0.64,0.008,2.0,1,11.97,0,0.0,0,0.0,2.84,Alert
2026-03-21 15:29:55,0.2836,0.039,0.65,0.0488,21.85,4,47.84,0,0.0,1,11.96,31.75,Alert
2026-03-21 15:30:00,0.277,0.0902,3.67,0.0191,18.67,7,83.93,0,0.0,2,23.98,29.34,Alert
2026-03-21 15:40:40,0.2941,0.0154,-10.6,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,5.94,Alert
2026-03-21 15:40:48,0.2865,0.0283,-6.13,0.0,7.78,2,14.99,0,0.0,2,14.99,0.0,15.83,Alert
2026-03-21 15:40:56,0.2276,0.0432,3.76,0.0,56.85,6,44.84,0,0.0,0,0.0,0.0,47.21,Mild Fatigue
2026-03-21 15:41:04,0.208,0.0403,9.46,0.0,79.67,5,37.38,0,0.0,0,0.0,0.0,51.78,Mild Fatigue
2026-03-21 15:41:12,0.2387,0.595,13.55,0.0,40.25,11,82.06,0,0.0,0,0.0,0.54,48.08,Mild Fatigue
2026-03-21 15:41:20,0.2131,0.0563,7.27,0.0,66.49,7,52.3,0,0.0,2,14.94,0.46,58.18,Mild Fatigue
2026-03-21 15:41:28,0.205,0.3733,12.13,0.0164,78.75,10,75.0,0,0.0,0,0.0,1.87,53.74,Mild Fatigue
2026-03-21 15:41:36,0.2637,0.6721,7.12,0.1268,31.12,7,52.4,3,22.46,0,0.0,0.0,55.34,Mild Fatigue
2026-03-21 15:41:44,0.2593,0.0214,4.99,0.0551,16.76,6,44.9,0,0.0,1,7.48,0.06,32.48,Alert
2026-03-21 15:41:52,0.1888,0.037,-2.65,0.0547,63.6,6,44.98,0,0.0,0,0.0,2.14,54.47,Mild Fatigue
2026-03-21 15:42:00,0.1623,0.0487,-0.68,0.1691,87.6,2,14.96,0,0.0,0,0.0,3.16,54.03,Mild Fatigue
2026-03-21 15:42:08,0.1532,0.0279,10.13,0.0038,85.83,1,7.49,0,0.0,0,0.0,2.4,46.05,Mild Fatigue
2026-03-21 15:42:16,0.1268,0.0204,3.63,0.0446,92.08,1,7.49,0,0.0,0,0.0,0.0,90.0,Fatigued
2026-03-21 15:42:24,0.2686,0.039,13.22,0.0,18.67,7,52.35,0,0.0,1,7.48,0.0,33.84,Alert
2026-03-21 15:42:32,0.2488,0.2735,9.01,0.0287,36.92,10,74.75,1,7.47,3,22.42,0.97,58.36,Mild Fatigue
2026-03-21 15:42:40,0.2876,0.132,6.59,0.0007,12.7,3,22.46,0,0.0,3,22.46,0.0,20.24,Alert
2026-03-21 15:43:16,0.2796,0.4501,-1.23,0.0,2.71,0,0.0,1,7.47,0,0.0,0.18,19.78,Alert
2026-03-21 15:43:24,0.2523,0.4736,5.25,0.0,31.54,9,67.24,1,7.47,1,7.47,0.0,55.16,Mild Fatigue
2026-03-21 15:43:32,0.2724,0.0177,1.32,0.0,13.33,6,44.94,0,0.0,0,0.0,0.0,18.8,Alert
2026-03-21 15:43:40,0.2385,0.0231,-3.4,0.0,39.0,4,29.98,0,0.0,0,0.0,0.0,37.18,Mild Fatigue
2026-03-21 15:43:48,0.2883,0.1293,-3.74,0.0,12.5,6,44.88,0,0.0,0,0.0,0.08,16.03,Alert
2026-03-21 15:43:56,0.231,0.836,-1.47,0.0,46.47,13,97.17,1,7.47,0,0.0,0.03,66.32,Fatigued
2026-03-21 17:11:25,0.1993,0.0534,1.27,0.0,70.14,9,67.42,0,0.0,0,0.0,2.1,51.25,Mild Fatigue
2026-03-21 17:11:33,0.1903,0.3324,3.43,0.0,84.23,1,7.47,0,0.0,0,0.0,0.0,90.0,Fatigued
